id,Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
20026,<35,No,Undergraduate,1,Man,No,Dev,10,3,United Kingdom of Great Britain and Northern Ireland,155111.0,Assembly;Bash/Shell;C;C++;Go;Haskell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Express;Flask;jQuery;React.js;AWS;Google Cloud Platform;IBM Cloud or Watson;Microsoft Azure;DynamoDB;Firebase;MongoDB;MySQL;PostgreSQL;SQLite,32,1
20027,<35,No,Master,0,Man,No,Dev,11,5,Germany,11676.0,Bash/Shell;C;C++;Python;Git;Flask;MySQL;SQLite,8,0
20028,>35,No,Master,1,Man,No,Dev,38,17,United States of America,182000.0,C#;HTML/CSS;JavaScript;SQL;Docker;Git;Microsoft Azure;Microsoft SQL Server,8,0
20029,<35,Yes,Other,0,Man,Yes,Dev,6,4,United States of America,25000.0,Bash/Shell;Go;HTML/CSS;JavaScript;Kotlin;Matlab;Node.js;PHP;Python;SQL;Docker;Git;Kubernetes;Django;Flask;jQuery;AWS;DigitalOcean;Heroku;Microsoft Azure;DynamoDB;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,31,1
20030,<35,No,Other,1,Man,No,Dev,4,2,India,4020.0,C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;Git;Django;Express;React.js;DigitalOcean;Firebase;MySQL;PostgreSQL;SQLite,16,1
20031,<35,No,Undergraduate,1,Man,No,Dev,11,10,India,10056.0,Java;Git;Kubernetes;Spring;Oracle,5,0
20032,<35,Yes,Undergraduate,1,Man,Yes,Dev,6,1,India,8376.0,C#;C++;HTML/CSS;Python;Docker;Git;ASP.NET;ASP.NET Core ;Django;AWS;Microsoft Azure;PostgreSQL,12,0
20033,>35,No,Master,1,Man,No,Dev,20,16,Austria,70264.0,Bash/Shell;Crystal;HTML/CSS;JavaScript;Node.js;PHP;Ruby;SQL;jQuery;Ruby on Rails;Svelte;MySQL;PostgreSQL;SQLite,14,1
20034,<35,No,Master,1,Man,No,Dev,19,10,United States of America,142000.0,Groovy;Java;Docker;Git;Kubernetes;DynamoDB,6,0
20035,>35,No,Other,1,Man,No,Dev,17,15,Germany,77832.0,C#;JavaScript;PHP;SQL;TypeScript;Docker;Git;Kubernetes;Pulumi;ASP.NET Core ;Symfony;Microsoft Azure;Microsoft SQL Server,13,1
20036,<35,No,Undergraduate,1,Man,No,Dev,11,9,Israel,140088.0,C#;C++;Git,3,0
20037,<35,No,Other,1,Man,No,Dev,7,5,Canada,45379.0,C#;HTML/CSS;JavaScript;SQL;ASP.NET;jQuery;React.js;Microsoft SQL Server;MySQL;PostgreSQL,10,1
20038,<35,No,Undergraduate,1,Man,No,Dev,4,0,Singapore,43032.0,C;Python;Git;Google Cloud Platform;Firebase,5,0
20039,<35,No,Other,1,Man,Yes,Dev,9,4,Panama,12000.0,HTML/CSS;JavaScript;Node.js;Python;Docker;Git;Express;React.js;AWS;MongoDB,10,0
20040,<35,No,Undergraduate,1,Man,No,Dev,6,5,Ukraine,66000.0,HTML/CSS;Java;JavaScript;Python;TypeScript;Docker;Git;Angular;Express;Spring;AWS;Google Cloud Platform;Heroku;MongoDB;Redis,15,1
20041,<35,No,Other,1,Man,No,Dev,7,4,United Kingdom of Great Britain and Northern Ireland,32315.0,C#;HTML/CSS;Java;JavaScript;PHP;TypeScript;VBA;Docker;Git;Xamarin;Angular;Laravel;Spring;MySQL;PostgreSQL,15,1
20042,<35,No,Undergraduate,0,Woman,Yes,Dev,12,10,United Kingdom of Great Britain and Northern Ireland,155111.0,HTML/CSS;Java;JavaScript;Kotlin;Node.js;TypeScript;Ansible;Docker;Git;Yarn;Angular;React.js;Vue.js;DigitalOcean;Heroku;Firebase;MariaDB;Redis,18,1
20043,<35,No,PhD,1,Man,No,Dev,7,7,United Kingdom of Great Britain and Northern Ireland,71093.0,Bash/Shell;Python;R;Docker;Git,5,0
20044,<35,No,Master,1,Man,No,Dev,8,6,Canada,72612.0,Python;Docker;ASP.NET Core ;Laravel;MySQL;PostgreSQL;Redis,7,0
20045,<35,No,Undergraduate,1,Man,No,Dev,10,3,Bangladesh,7776.0,C;C++;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Deno;Flow;Git;Django;Flask;jQuery;React.js;Vue.js;AWS;Heroku;DynamoDB;Firebase;IBM DB2;MySQL;PostgreSQL;SQLite,24,1
20046,<35,No,Master,1,Man,No,Dev,10,10,India,29320.0,C#;HTML/CSS;Node.js;PowerShell;SQL;Git;Terraform;Xamarin;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;SQLite,14,1
20047,>35,No,Undergraduate,1,Man,Yes,Dev,25,20,United States of America,103000.0,C++;Git,2,0
20048,<35,No,Master,1,Man,Yes,Dev,14,7,Spain,48644.0,Bash/Shell;PHP;Python;R;SQL;VBA;Git;AWS;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,14,1
20049,>35,No,Master,1,Man,No,Dev,40,23,United States of America,115000.0,Bash/Shell;C;C#;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;jQuery;AWS;Microsoft SQL Server;MySQL,20,1
20050,<35,No,Undergraduate,1,Man,No,Dev,10,3,India,69809.0,C++;Python;Git;Flask;Elasticsearch;MariaDB;MySQL,7,0
20051,>35,No,Master,1,Man,No,Dev,25,20,Germany,84312.0,Clojure;Docker;Git;Kubernetes;AWS;Elasticsearch;MySQL;PostgreSQL;Redis,9,0
20052,>35,No,Undergraduate,1,Man,No,Dev,21,13,United States of America,170000.0,C#;Dart;Java;SQL;TypeScript;Git;Angular.js;ASP.NET;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;SQLite,12,1
20053,>35,No,Master,0,Man,No,Dev,30,10,Denmark,130257.0,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PowerShell;TypeScript;Docker;Git;Yarn;ASP.NET Core ;Vue.js;Microsoft Azure;Elasticsearch;Microsoft SQL Server;PostgreSQL,16,1
20054,<35,No,PhD,1,Man,Yes,Dev,11,3,Canada,68068.0,C++;HTML/CSS;JavaScript;Matlab;Node.js;PowerShell;Python;Docker;Git;Express;React.js;Heroku;Microsoft SQL Server;MongoDB;PostgreSQL,15,1
20055,>35,No,Undergraduate,1,Man,No,Dev,22,18,Spain,43239.0,Bash/Shell;HTML/CSS;Java;JavaScript;TypeScript;Docker;Git;Kubernetes;React.js;Spring;AWS;MongoDB;MySQL;Oracle,14,1
20056,<35,No,Undergraduate,1,Woman,No,Dev,12,7,Montenegro,16860.0,HTML/CSS;JavaScript;TypeScript;Git;Yarn;React.js;Vue.js;AWS,8,0
20057,<35,No,Other,1,Man,Yes,Dev,4,3,United States of America,98250.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;Git;Express;React.js;DigitalOcean;Microsoft Azure;MySQL;PostgreSQL,13,0
20058,<35,No,Other,1,Man,No,Dev,7,5,Bangladesh,14688.0,JavaScript;Git;React.js;PostgreSQL,4,0
20059,>35,No,Undergraduate,1,Man,No,Dev,30,23,United States of America,120000.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;PowerShell;Git;Angular.js;Express;jQuery;React.js;Microsoft Azure;SQLite,12,1
20060,<35,No,Undergraduate,0,Man,No,Dev,11,7,India,5868.0,HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;Python;SQL;Git;Yarn;Angular;Angular.js;Express;jQuery;Laravel;React.js;Vue.js;AWS;DigitalOcean;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,25,1
20061,<35,No,Undergraduate,1,Man,No,Dev,2,0,India,5026.0,C++;HTML/CSS;JavaScript;Node.js;Python;Git;Yarn;Django;Express;React.js;Heroku;Firebase;MySQL,13,0
20062,>35,No,Master,1,Man,No,Dev,18,16,Israel,112068.0,HTML/CSS;JavaScript;Node.js;Docker;Git;Terraform;Angular;Angular.js;Express;AWS;Microsoft Azure;Elasticsearch;MongoDB,13,0
20063,<35,Yes,Undergraduate,1,Man,No,Dev,8,2,India,36300.0,C#;Python;Git;Yarn;Microsoft Azure,5,0
20064,>35,No,NoHigherEd,1,Man,Yes,Dev,12,11,Portugal,90804.0,Groovy;HTML/CSS;Java;SQL;TypeScript;Docker;Git;Kubernetes;Angular;Spring;AWS;Couchbase;Elasticsearch;Oracle;PostgreSQL,15,0
20065,<35,No,Undergraduate,0,Man,No,Dev,25,2,United Arab Emirates,19596.0,C#;HTML/CSS;JavaScript;Node.js;Git;Unity 3D;Express;React.js;Google Cloud Platform;Heroku;Firebase;MongoDB,12,1
20066,<35,No,Other,0,Man,No,Dev,12,15,Slovenia,54049.0,HTML/CSS;JavaScript;Node.js;TypeScript;Git;Angular;Angular.js;Express;Vue.js;AWS;Google Cloud Platform;Firebase;MongoDB,13,1
20067,<35,No,Undergraduate,1,Man,No,Dev,7,5,Democratic Republic of the Congo,23760.0,C#;Delphi;HTML/CSS;JavaScript;Python;SQL;Git;Kubernetes;Xamarin;Angular;ASP.NET;ASP.NET Core ;Django;jQuery;React.js;Google Cloud Platform;Microsoft Azure;Firebase;Microsoft SQL Server;MongoDB;MySQL;SQLite,22,1
20068,<35,No,Undergraduate,1,Man,No,Dev,6,2,United States of America,65000.0,Bash/Shell;C;C++;Go;HTML/CSS;LISP;Python;Git;Django;Flask;Google Cloud Platform;SQLite,12,0
20069,<35,No,Undergraduate,1,Man,No,Dev,12,7,Belgium,52606.0,C#;HTML/CSS;JavaScript;TypeScript;Docker;Git;Angular;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;Oracle;PostgreSQL;SQLite,14,1
20070,>35,No,Master,1,Man,Yes,Dev,37,20,Finland,59676.0,Go;Ruby;Ansible;Docker;Git;Kubernetes;AWS;MongoDB;PostgreSQL;Redis,10,0
20071,>35,No,Undergraduate,1,Man,No,Dev,30,16,United Kingdom of Great Britain and Northern Ireland,193889.0,C#;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Yarn;ASP.NET Core ;React.js;Google Cloud Platform;Microsoft Azure;Elasticsearch;Firebase;Microsoft SQL Server;Redis,18,1
20072,<35,No,Undergraduate,1,Man,No,Dev,8,2,Greece,9084.0,C;HTML/CSS;Java;JavaScript;PHP;Python;Git;jQuery;React.js;MariaDB;MySQL,11,0
20073,>35,No,PhD,0,Man,No,NotDev,40,20,United Kingdom of Great Britain and Northern Ireland,3878.0,Bash/Shell;Python;SQL;Docker;Laravel;DigitalOcean;MySQL;PostgreSQL,8,0
20074,<35,No,Undergraduate,0,Man,No,Dev,3,0,Spain,108100.0,HTML/CSS;JavaScript;PHP;Python;SQL;Docker;Git;Yarn;Laravel;Vue.js;MySQL;PostgreSQL,12,0
20075,<35,No,Undergraduate,0,Man,No,Dev,7,3,Germany,42000.0,HTML/CSS;JavaScript;Node.js;PHP;TypeScript;Git;Yarn;Express;jQuery;Laravel;React.js;AWS;DigitalOcean;Microsoft Azure;MongoDB,15,1
20076,<35,No,Undergraduate,1,Man,No,Dev,10,6,United States of America,125000.0,Bash/Shell;C#;Elixir;Erlang;Go;HTML/CSS;Node.js;PHP;Python;Ruby;SQL;Docker;Git;Kubernetes;Unity 3D;Yarn;Express;jQuery;Ruby on Rails;Symfony;Vue.js;AWS;Microsoft Azure;Elasticsearch;MariaDB;PostgreSQL;Redis,27,1
20077,>35,No,PhD,1,Man,No,Dev,20,14,Russian Federation,56616.0,Python;Scala;Docker;AWS;PostgreSQL,5,0
20078,>35,No,PhD,1,Man,No,NotDev,34,24,France,64859.0,Bash/Shell;C;Crystal;Delphi;Julia;Ruby;Docker;MariaDB;MongoDB;Oracle;PostgreSQL;Redis;SQLite,13,1
20079,>35,No,Other,1,Man,No,NotDev,28,18,Switzerland,91488.0,VBA;Microsoft SQL Server;SQLite,3,0
20080,<35,No,Other,1,Man,No,Dev,15,9,Germany,57072.0,Assembly;Bash/Shell;C#;PowerShell;Python;Git;Kubernetes;Xamarin;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;MongoDB,12,1
20081,<35,No,Other,1,Man,Yes,Dev,10,7,Netherlands,61642.0,C;C#;C++;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;ASP.NET Core ;Express;Vue.js;Elasticsearch;MongoDB;PostgreSQL,15,1
20082,>35,No,Undergraduate,1,Man,No,Dev,14,12,Netherlands,127556.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript;Express;Flask;Gatsby;React.js,9,1
20083,<35,No,Undergraduate,1,Man,No,Dev,12,12,Switzerland,121979.0,JavaScript;Node.js;PHP;Swift;TypeScript;Docker;Git;Kubernetes;Express;React.js;DigitalOcean;Google Cloud Platform;Microsoft Azure;MySQL;Redis,15,0
20084,<35,No,Other,0,Man,No,Dev,10,4,Germany,45396.0,Java;JavaScript;PHP;SQL;TypeScript;Ansible;Docker;Git;Angular;Google Cloud Platform;Microsoft Azure;Firebase;MariaDB;SQLite,14,1
20085,<35,No,Undergraduate,1,Man,Yes,NotDev,10,1,United States of America,48000.0,HTML/CSS;JavaScript;PHP;SQL;jQuery;Laravel;MySQL,7,0
20086,<35,No,Undergraduate,1,Man,No,Dev,7,4,India,8712.0,HTML/CSS;Java;JavaScript;jQuery;MySQL;Oracle,6,0
20087,<35,No,Undergraduate,1,Man,No,Dev,2,0,United States of America,97000.0,Bash/Shell;HTML/CSS;Node.js;TypeScript;Git;Yarn;Express;React.js;Firebase,9,1
20088,>35,No,Undergraduate,1,Man,No,Dev,20,15,Turkey,2465.0,Haskell;JavaScript;PHP;Git;jQuery;Laravel;Vue.js;AWS;IBM Cloud or Watson;Oracle Cloud Infrastructure;MariaDB;MySQL;PostgreSQL;SQLite,14,0
20089,<35,No,Other,1,Man,No,Dev,9,5,Algeria,8940.0,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Git;Express;jQuery;Laravel;React.js;Google Cloud Platform;Firebase;MongoDB;MySQL,15,1
20090,<35,No,Undergraduate,1,Man,Yes,Dev,19,9,Brazil,76968.0,HTML/CSS;JavaScript;Node.js;Python;SQL;Docker;Git;Django;Vue.js;AWS;Elasticsearch;PostgreSQL;Redis;SQLite,14,0
20091,>35,No,Master,1,Man,No,Dev,33,25,United Kingdom of Great Britain and Northern Ireland,45241.0,C#;HTML/CSS;PowerShell;Python;SQL;Docker;Git;Angular;jQuery;Microsoft Azure;Microsoft SQL Server,11,1
20092,<35,No,Undergraduate,1,Man,No,Dev,10,1,India,5532.0,HTML/CSS;Java;Node.js;VBA;Docker;Git;ASP.NET Core ;Express;React.js;AWS;Microsoft Azure;MongoDB;PostgreSQL,13,1
20093,<35,No,Undergraduate,1,Man,No,Dev,12,4,Cuba,6000.0,HTML/CSS;JavaScript;PHP;Python;Ansible;Docker;Git;Yarn;Django;React.js;MySQL;Redis,12,0
20094,<35,No,Master,0,Man,No,Dev,12,10,Czech Republic,72744.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Yarn;Express;React.js;Symfony;AWS;Google Cloud Platform;Elasticsearch;PostgreSQL;Redis,21,1
20095,<35,No,Undergraduate,1,Man,No,Dev,4,2,Sri Lanka,4416.0,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Docker;Git;Angular;Flask;Spring;DigitalOcean;Heroku;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,20,1
20096,<35,No,Master,1,Man,No,Dev,15,8,Czech Republic,83136.0,Bash/Shell;Kotlin;Python;Scala;Docker;Git;Kubernetes;Django;MySQL;PostgreSQL,10,0
20097,<35,No,Other,1,Man,Yes,Dev,10,1,United States of America,62400.0,Bash/Shell;C;C++;Dart;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python;SQL;TypeScript;Git;Express;jQuery;React.js;Firebase;MySQL;SQLite,19,1
20098,>35,No,Other,0,Man,No,Dev,25,18,Serbia,77831.0,Dart;JavaScript;Node.js;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Express;React.js;Vue.js;AWS;Google Cloud Platform;Elasticsearch;PostgreSQL,16,0
20099,>35,Yes,Other,0,Man,No,NotDev,10,5,Kyrgyzstan,23600.0,JavaScript;PHP;Docker;Git;jQuery;Symfony;Vue.js;AWS;DigitalOcean;Elasticsearch;MariaDB;MongoDB;MySQL;SQLite,14,1
20100,<35,No,NoHigherEd,1,Man,No,Dev,8,3,Hungary,12696.0,HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;jQuery;Laravel;Vue.js;MariaDB;MySQL;Redis,12,0
20101,<35,No,PhD,1,Man,No,NotDev,10,5,Netherlands,51888.0,Bash/Shell;C;C++;Node.js;Python;R;SQL;Ansible;Docker;Git;Kubernetes;Express;FastAPI;Microsoft Azure;Microsoft SQL Server;MySQL,16,1
20102,>35,No,Master,1,Man,No,NotDev,10,6,Croatia,17412.0,PHP;Python;MariaDB;MySQL,4,0
20103,<35,No,Undergraduate,1,Man,No,Dev,4,2,Kenya,5928.0,Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;Git;Django;Express;Laravel;React.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;Firebase;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,24,1
20104,<35,No,Undergraduate,1,Man,No,Dev,10,7,United Arab Emirates,78408.0,C#;HTML/CSS;JavaScript;Node.js;TypeScript;Ansible;Docker;Kubernetes;jQuery;React.js;AWS;Google Cloud Platform;Heroku;Firebase;MongoDB;MySQL;PostgreSQL,17,1
20105,<35,No,Undergraduate,1,Man,No,Dev,7,2,"Iran, Islamic Republic of...",28500.0,HTML/CSS;JavaScript;PHP;Python;Git;Laravel;MySQL,7,0
20106,<35,No,Master,1,Man,No,Dev,10,3,France,39456.0,HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Kubernetes;Unity 3D;Unreal Engine;Yarn;Angular;Angular.js;jQuery;Spring;Vue.js;AWS;Google Cloud Platform;Elasticsearch;Firebase;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,26,1
20107,<35,No,Undergraduate,1,Man,No,Dev,8,3,Brazil,9900.0,HTML/CSS;JavaScript;Python;Git;Django;Vue.js;AWS;MariaDB;MongoDB;MySQL;Redis,11,0
20108,<35,No,Undergraduate,0,Man,No,Dev,7,3,Bangladesh,12500.0,C;HTML/CSS;JavaScript;Python;SQL;Git;Django;Flask;DigitalOcean;Heroku;MariaDB;MySQL;PostgreSQL;Redis;SQLite,15,0
20109,<35,No,Undergraduate,0,Man,Yes,Dev,3,1,Canada,35900.0,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Angular;ASP.NET;ASP.NET Core ;AWS;Firebase;Microsoft SQL Server;MySQL,13,1
20110,>35,No,Undergraduate,1,Man,No,Dev,21,17,Netherlands,76750.0,Crystal;Go;JavaScript;Ruby;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;Ruby on Rails;AWS;DynamoDB;MySQL;PostgreSQL;Redis;SQLite,18,0
20111,<35,No,Undergraduate,1,Man,Yes,Dev,14,5,United States of America,150000.0,Assembly;C;C++;HTML/CSS;JavaScript;Matlab;Node.js;Objective-C;PHP;Python;SQL;Swift;Ansible;Git;Django;Express;jQuery;Laravel;AWS;DigitalOcean;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,25,1
20112,>35,No,PhD,1,Man,No,Dev,27,22,Denmark,78154.0,Bash/Shell;C;C++;HTML/CSS;Java;PHP;Python;R;SQL;Docker;Git;MySQL,12,0
20113,>35,No,Undergraduate,1,Man,No,Dev,19,6,Norway,107895.0,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;Python;Docker;Git;Kubernetes;Xamarin;Yarn;ASP.NET Core ;Django;jQuery;React.js;DigitalOcean;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;PostgreSQL;Redis;SQLite,22,1
20114,<35,No,Undergraduate,1,Man,No,Dev,5,4,United States of America,84000.0,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Express;Gatsby;React.js;Vue.js;AWS;Google Cloud Platform;Microsoft Azure;DynamoDB;Firebase;PostgreSQL,16,0
20115,<35,No,Undergraduate,1,Man,No,Dev,8,3,Brazil,20064.0,HTML/CSS;Java;JavaScript;SQL;TypeScript;Git;Angular;Spring;Google Cloud Platform;Microsoft SQL Server;Redis,11,1
20116,<35,No,Other,1,Man,No,Dev,6,3,Nigeria,2964.0,Dart;HTML/CSS;JavaScript;Node.js;PHP;SQL;Express;React.js;Heroku;Firebase;MongoDB;MySQL;SQLite,13,1
20117,<35,No,Undergraduate,1,Man,No,Dev,4,1,India,6283.0,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;Git;Angular;Angular.js;Django;Flask;DigitalOcean;Google Cloud Platform;Firebase;MongoDB;MySQL,19,1
20118,<35,No,Undergraduate,1,Man,Yes,Dev,9,6,Denmark,90312.0,Dart;JavaScript;Objective-C;Swift;Git;Yarn;Google Cloud Platform;Firebase,8,0
20119,<35,No,NoHigherEd,1,Man,No,Dev,5,4,Croatia,32220.0,HTML/CSS;JavaScript;Node.js;PHP;TypeScript;Git;Yarn;Angular.js;Express;React.js;DigitalOcean;Microsoft Azure,12,0
20120,<35,No,NoHigherEd,1,Man,No,Dev,5,3,Nigeria,5820.0,Java;Kotlin;Git;Yarn;Vue.js;Heroku;Firebase;MongoDB;MySQL;PostgreSQL,10,0
