id,Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
10024,<35,No,Other,1,Man,Yes,Dev,10,2,Brazil,6048.0,HTML/CSS;JavaScript;PHP;TypeScript;Git;Yarn;jQuery;React.js;MySQL;PostgreSQL,10,0
10025,>35,No,Master,1,Man,Yes,NotDev,35,15,United States of America,100000.0,C#;JavaScript;Node.js;PowerShell;R;SQL;TypeScript;Docker;Git;Unity 3D;Microsoft Azure;Microsoft SQL Server;MongoDB,13,1
10026,>35,No,Undergraduate,1,Man,Yes,Dev,10,6,United States of America,127000.0,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Yarn;React.js;AWS;DynamoDB,10,0
10027,>35,No,Master,1,Man,No,Dev,11,10,United States of America,130000.0,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;Angular.js;ASP.NET;ASP.NET Core ;Gatsby;jQuery;React.js;Microsoft Azure;Microsoft SQL Server;PostgreSQL,15,1
10028,>35,No,Other,1,Man,No,Dev,24,24,United States of America,50000.0,C#;HTML/CSS;JavaScript;SQL;ASP.NET;ASP.NET Core ;jQuery;Vue.js;AWS;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server,12,1
10029,>35,No,Other,1,Man,Yes,Dev,26,22,United States of America,170000.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript;Git,6,1
10030,<35,Yes,Other,0,NonBinary,Yes,NotDev,10,1,Hungary,11544.0,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Python;Git;Unity 3D;Unreal Engine;Flask;Vue.js;Heroku;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,18,1
10031,<35,No,Undergraduate,0,Woman,No,NotDev,6,2,India,29320.0,HTML/CSS;JavaScript;Matlab;Python;R;SQL;Git;Angular.js;Django;FastAPI;jQuery;AWS;PostgreSQL;SQLite,14,0
10032,<35,No,Undergraduate,1,Man,No,Dev,4,2,United States of America,75000.0,C#;JavaScript;Git;ASP.NET;jQuery;Microsoft Azure;Microsoft SQL Server,7,1
10033,<35,No,Master,1,Man,No,Dev,3,3,Colombia,28248.0,R;SQL;AWS;Google Cloud Platform;MongoDB;MySQL,6,0
10034,>35,No,Undergraduate,1,Man,No,NotDev,32,16,United States of America,90000.0,Bash/Shell;C;C++;Python;Git;Microsoft SQL Server;MySQL;SQLite,8,1
10035,<35,No,Undergraduate,1,Man,No,Dev,10,4,Greece,59454.0,JavaScript;Node.js;SQL;Deno;Docker;Git;Terraform;Unity 3D;Unreal Engine;Xamarin;Yarn;Express;Gatsby;React.js;Svelte;Vue.js;AWS;Heroku;Firebase;MariaDB;MySQL;PostgreSQL,22,0
10036,<35,No,Undergraduate,1,Man,Yes,Dev,16,9,United States of America,105000.0,C#;HTML/CSS;JavaScript;SQL;Docker;Git;ASP.NET Core ;React.js;Microsoft Azure;MongoDB;Redis,11,0
10037,<35,No,Other,1,Man,No,Dev,10,3,Colombia,7764.0,Dart;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Git;ASP.NET Core ;Express;jQuery;React.js;AWS;Microsoft Azure;Firebase;Microsoft SQL Server;MySQL;PostgreSQL,19,1
10038,<35,No,Undergraduate,1,Man,No,Dev,7,3,Brazil,27492.0,Dart;Java;TypeScript;Git;Kubernetes;Angular;Spring;Google Cloud Platform;Firebase;MariaDB;MongoDB;MySQL,12,1
10039,>35,No,Other,0,Man,No,Dev,22,4,Argentina,25000.0,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL;Git;jQuery;AWS;MySQL,10,0
10040,<35,No,NoHigherEd,1,Man,Yes,Dev,9,1,United States of America,100000.0,Assembly;Bash/Shell;C;C#;C++;Elixir;Erlang;F#;Go;Haskell;HTML/CSS;JavaScript;Julia;LISP;Node.js;PowerShell;Python;Rust;Scala;SQL;Swift;TypeScript;Ansible;Deno;Docker;Git;Yarn;React.js;Svelte;Vue.js;DynamoDB;MySQL;PostgreSQL;Redis;SQLite,35,1
10041,<35,No,Master,1,Man,No,Dev,10,3,Czech Republic,33252.0,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Scala;Docker;Git;Kubernetes;AWS;Cassandra;Couchbase,12,0
10042,>35,No,Master,1,Man,No,Dev,20,20,Chile,95000.0,Bash/Shell;Groovy;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Docker;Git;Yarn;Express;Laravel;React.js;Symfony;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Firebase;MariaDB;MySQL;SQLite,24,1
10043,<35,No,Undergraduate,1,Woman,No,Dev,13,5,India,25128.0,JavaScript;Node.js;Git;React.js,4,0
10044,<35,No,Undergraduate,0,Man,No,Dev,7,6,United States of America,70000.0,Bash/Shell;JavaScript;Node.js;TypeScript;Docker;Git;Yarn;React.js;Google Cloud Platform;PostgreSQL,10,1
10045,<35,No,Undergraduate,1,Man,No,Dev,12,10,United States of America,150000.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;Ruby;SQL;Git;Yarn;Django;jQuery;React.js;Ruby on Rails;AWS;Heroku;DynamoDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,21,1
10046,<35,No,NoHigherEd,1,Man,No,Dev,12,8,Brazil,26112.0,Bash/Shell;C#;Dart;Go;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL;Docker;Git;Unity 3D;Yarn;Express;jQuery;Laravel;React.js;Vue.js;DigitalOcean;MariaDB;MySQL;Redis;SQLite,25,1
10047,<35,No,Undergraduate,1,Man,Yes,Dev,6,0,United States of America,170000.0,Bash/Shell;C++;JavaScript;Python;Docker;Git;React.js,7,0
10048,<35,No,Undergraduate,1,Man,No,Dev,6,3,United States of America,88000.0,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;TypeScript;Docker;Git;Angular;Vue.js;PostgreSQL,14,1
10049,<35,No,Undergraduate,1,Man,No,Dev,14,9,India,32112.0,Assembly;C#;Crystal;Go;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Angular;ASP.NET;ASP.NET Core ;Express;jQuery;React.js;Vue.js;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Redis,31,1
10050,<35,No,Master,1,Man,Yes,Dev,10,5,Canada,13600.0,C;C#;C++;Java;JavaScript;Python;SQL;Spring;Microsoft Azure;MySQL;PostgreSQL;SQLite,12,1
10051,<35,No,NoHigherEd,1,Man,No,Dev,12,2,Bulgaria,31824.0,C#;HTML/CSS;JavaScript;SQL;Git;Yarn;ASP.NET Core ;React.js;Microsoft SQL Server,9,0
10052,>35,No,Master,0,Man,No,Dev,30,28,Australia,133619.0,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PHP;R;SQL;TypeScript;Docker;Git;Yarn;Angular;Angular.js;Drupal;jQuery;Spring;Vue.js;AWS;Google Cloud Platform;DynamoDB;MariaDB;PostgreSQL,24,1
10053,>35,No,Master,1,Man,Yes,NotDev,10,2,United States of America,123500.0,Bash/Shell;PowerShell;Python;Docker;Git;SQLite,6,0
10054,<35,No,NoHigherEd,1,Man,No,Dev,16,6,Switzerland,81720.0,Bash/Shell;C#;JavaScript;Python;SQL;Unity 3D;Django;Flask;jQuery;Google Cloud Platform;MariaDB;Microsoft SQL Server;MySQL;SQLite,14,1
10055,<35,No,Other,1,Man,Yes,NotDev,4,0,Finland,14268.0,Bash/Shell;HTML/CSS;JavaScript;Git;SQLite,5,0
10056,<35,No,Undergraduate,1,Man,No,Dev,5,0,India,5585.0,HTML/CSS;JavaScript;Node.js;Git;React.js;MongoDB,6,0
10057,<35,No,Undergraduate,1,Man,No,Dev,5,3,Sri Lanka,9888.0,HTML/CSS;Java;JavaScript;TypeScript;Git;Kubernetes;Angular;jQuery;Spring;AWS;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;Redis,16,1
10058,<35,Yes,Master,1,NonBinary,Yes,Dev,6,4,Bulgaria,26520.0,Bash/Shell;C;C++;JavaScript;Python;Rust;Docker;Git;Flask;PostgreSQL,10,0
10059,>35,No,Other,1,Man,No,Dev,25,20,Hungary,53880.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;Objective-C;TypeScript;Git;Express;React.js;AWS;MongoDB,11,1
10060,<35,No,Undergraduate,1,Man,No,Dev,6,0,Bulgaria,12264.0,HTML/CSS;JavaScript;Node.js;Python;Ansible;Git;Microsoft Azure,7,0
10061,<35,No,Undergraduate,1,Woman,No,Dev,5,2,United States of America,84000.0,HTML/CSS;Java;JavaScript;Node.js;SQL;Git;Express;jQuery;React.js;Microsoft Azure;MongoDB,11,1
10062,<35,No,Undergraduate,1,Man,Yes,Dev,4,1,United States of America,100000.0,HTML/CSS;JavaScript;Python;Docker;Git;Express;Flask;React.js;AWS;Microsoft Azure;MongoDB;PostgreSQL,12,0
10063,<35,No,Undergraduate,1,Man,Yes,Dev,9,5,United States of America,130000.0,Elixir;JavaScript;SQL;Docker;Git;Kubernetes;React.js;AWS;PostgreSQL;Redis,10,0
10064,>35,No,Undergraduate,1,Man,No,Dev,22,18,Israel,122580.0,C#;Erlang;JavaScript;Python;Scala;TypeScript;Ansible;Docker;Git;Kubernetes;Terraform;Yarn;Angular.js;ASP.NET;Express;jQuery;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;Microsoft SQL Server;PostgreSQL,22,1
10065,<35,No,Master,1,Man,No,Dev,15,8,Bulgaria,29832.0,Python;Git;SQLite,3,0
10066,<35,No,Master,1,Man,No,NotDev,5,4,Lithuania,20760.0,Bash/Shell;HTML/CSS;Perl;Python;R;Git;SQLite,7,0
10067,<35,No,Undergraduate,1,Man,No,Dev,13,2,Brazil,6876.0,Bash/Shell;Scala;SQL;Docker;Git;Kubernetes;Flask;AWS;DigitalOcean;MongoDB;PostgreSQL,11,0
10068,<35,No,NoHigherEd,1,Man,No,Dev,16,10,Lithuania,19452.0,Bash/Shell;C;C++;Python;Docker;Git;AWS;Redis;SQLite,9,0
10069,>35,No,Master,1,Man,No,NotDev,25,20,Germany,86478.0,C#;Delphi;Docker;Cassandra;MariaDB;MySQL;SQLite,7,0
10070,>35,No,Master,0,Man,No,Dev,33,26,Finland,54049.0,HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Yarn;Angular;Express;React.js;AWS;Google Cloud Platform;Heroku;Couchbase;DynamoDB;Firebase;MariaDB;MongoDB;MySQL;Redis,22,1
10071,<35,No,Other,1,Man,Yes,Dev,8,4,United States of America,130000.0,C#;Dart;HTML/CSS;JavaScript;Kotlin;Python;Git;Unity 3D;Django;Ruby on Rails;Heroku;Firebase;PostgreSQL,13,0
10072,>35,No,Undergraduate,1,Man,Yes,Dev,35,25,United Kingdom of Great Britain and Northern Ireland,90482.0,Bash/Shell;Dart;HTML/CSS;JavaScript;PHP;PowerShell;SQL;Swift;Git;Kubernetes;Laravel;Google Cloud Platform;Firebase;MySQL,14,0
10073,<35,No,Undergraduate,1,Man,No,Dev,7,2,Bulgaria,16572.0,HTML/CSS;JavaScript;Python;Docker;Git;Kubernetes;Django;jQuery;AWS;Oracle;SQLite,11,0
10074,<35,No,Master,1,Man,No,Dev,9,5,Madagascar,9672.0,HTML/CSS;Java;JavaScript;Node.js;PHP;TypeScript;Git;Yarn;Angular;Express;jQuery;React.js;Svelte;AWS;Google Cloud Platform;MariaDB;MongoDB;MySQL;PostgreSQL,19,1
10075,<35,No,Undergraduate,1,Man,No,Dev,5,4,India,16754.0,C#;JavaScript;SQL;Git;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Microsoft SQL Server,9,1
10076,>35,No,NoHigherEd,1,Man,No,Dev,27,27,Hungary,30792.0,Assembly;C#;Delphi;PHP;SQL;Git;IBM DB2;Microsoft SQL Server;SQLite,9,1
10077,<35,No,Undergraduate,1,Man,Yes,Dev,22,14,United States of America,175000.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft SQL Server,11,1
10078,<35,No,Undergraduate,1,Man,Yes,Dev,12,5,Germany,54049.0,C#;HTML/CSS;JavaScript;Node.js;PowerShell;Python;R;SQL;TypeScript;Docker;Git;Angular.js;ASP.NET;ASP.NET Core ;MariaDB;Microsoft SQL Server;SQLite,17,1
10079,<35,No,Undergraduate,1,Man,No,Dev,6,4,Ukraine,60000.0,Python;Ansible;Docker;Git;Terraform;Django;AWS;Google Cloud Platform;PostgreSQL;Redis,10,0
10080,>35,No,Undergraduate,0,Man,No,Dev,39,30,Ireland,64859.0,HTML/CSS;JavaScript;Perl;PHP;SQL;Docker;Git;jQuery;MySQL;PostgreSQL;SQLite,11,0
10081,>35,No,Other,1,Man,Yes,Dev,30,20,Norway,75527.0,Bash/Shell;Clojure;HTML/CSS;JavaScript;LISP;Node.js;PHP;Ruby;SQL;Docker;Git;Kubernetes;Puppet;Yarn;jQuery;React.js;Ruby on Rails;AWS;DigitalOcean;Heroku;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis,25,1
10082,<35,No,Undergraduate,1,Man,No,Dev,5,2,Sweden,61368.0,HTML/CSS;JavaScript;Python;SQL;Docker;Git;Django;AWS;MySQL;PostgreSQL;SQLite,11,0
10083,<35,No,Undergraduate,1,Man,No,Dev,14,12,United States of America,120000.0,C#;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Docker;Git;Angular;Angular.js;Express;jQuery;Laravel;React.js;Vue.js;AWS;DigitalOcean;Heroku;Cassandra;DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,27,1
10084,<35,Yes,Undergraduate,1,Man,No,Dev,3,2,United States of America,85000.0,C#;Python;SQL;Git;Kubernetes;Django;React.js;Google Cloud Platform;PostgreSQL;SQLite,10,0
10085,>35,No,PhD,1,Man,No,Dev,15,10,Czech Republic,41568.0,Bash/Shell;Java;Perl;Python;R;Scala;Ansible;Docker;Git;Kubernetes;Yarn;AWS;MariaDB;SQLite,14,1
10086,<35,No,Master,1,Man,No,Dev,10,3,Sweden,55224.0,C#;F#;Python;SQL;TypeScript;Docker;Kubernetes;ASP.NET Core ;React.js;Microsoft Azure;Microsoft SQL Server;PostgreSQL;Redis,13,1
10087,>35,No,Master,1,Man,No,Dev,24,16,Germany,77832.0,Bash/Shell;Go;Java;JavaScript;Kotlin;Node.js;Rust;Scala;SQL;TypeScript;Docker;Git;Yarn;React.js;Spring;Cassandra;Couchbase;Elasticsearch;MongoDB;PostgreSQL;SQLite,21,1
10088,<35,No,NoHigherEd,1,Man,No,Dev,5,1,Canada,41597.0,C;HTML/CSS;Java;Kotlin;Node.js;PHP;Git;Firebase;MySQL;SQLite,10,1
10089,<35,No,Master,1,Man,Yes,NotDev,7,1,Brazil,24744.0,Go;JavaScript;Python;Docker;Git;Flask;Google Cloud Platform;MongoDB;MySQL,9,0
10090,<35,No,Undergraduate,1,Man,No,Dev,11,11,Austria,92964.0,HTML/CSS;JavaScript;Node.js;Scala;SQL;Docker;Git;Express;React.js;Vue.js;AWS;PostgreSQL;Redis;SQLite,14,0
10091,>35,No,Other,1,Man,No,Dev,30,20,United Kingdom of Great Britain and Northern Ireland,84019.0,Delphi;HTML/CSS;JavaScript,3,0
10092,<35,No,Undergraduate,1,Man,No,Dev,15,10,Egypt,9228.0,C;C#;C++;HTML/CSS;SQL;Git;Unity 3D;Unreal Engine;Xamarin;Angular;Angular.js;ASP.NET;ASP.NET Core ;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;SQLite,21,1
10093,>35,No,Undergraduate,1,Man,No,Dev,21,18,United Kingdom of Great Britain and Northern Ireland,58167.0,Bash/Shell;C#;Go;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Yarn;ASP.NET Core ;Express;Gatsby;React.js;AWS;Microsoft Azure;DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,26,1
10094,<35,No,NoHigherEd,0,Man,No,Dev,7,5,Switzerland,95550.0,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;TypeScript;Git;Unity 3D;Angular;Oracle,14,1
10095,<35,No,Undergraduate,0,Man,Yes,Dev,5,5,India,8377.0,HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Git;Angular;Express;Gatsby;jQuery;Laravel;React.js;DigitalOcean;Heroku;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,21,1
10096,>35,No,PhD,1,Man,No,NotDev,20,15,France,67452.0,C;C++;Matlab;Git,4,0
10097,>35,No,Undergraduate,1,Man,No,NotDev,16,9,Mexico,42012.0,Assembly;Bash/Shell;C#;HTML/CSS;Java;Matlab;Node.js;Python;SQL;VBA;Git;ASP.NET;jQuery;Spring;Microsoft Azure;IBM DB2;Microsoft SQL Server;MySQL;PostgreSQL,19,1
10098,>35,No,Undergraduate,1,Man,No,Dev,10,6,Canada,64287.0,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;Python;SQL;Git;Xamarin;ASP.NET;ASP.NET Core ;jQuery;Laravel;DigitalOcean;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,20,1
10099,<35,No,Undergraduate,1,Man,No,Dev,12,7,Canada,91514.0,Bash/Shell;Go;JavaScript;Python;Scala;Docker;Git;Terraform;Vue.js;AWS;DynamoDB;MySQL;PostgreSQL;Redis,14,0
10100,<35,No,Undergraduate,1,Man,Yes,Dev,10,6,Canada,121010.0,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Node.js;Ruby;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;Express;jQuery;React.js;Ruby on Rails;AWS;DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,24,1
10101,<35,No,Master,0,Man,No,Dev,18,15,Germany,64859.0,Assembly;Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Node.js;Objective-C;PHP;Python;Ruby;Scala;TypeScript;Ansible;Git;Kubernetes;Yarn;Angular.js;Django;Express;Flask;jQuery;React.js;Ruby on Rails;Spring;Symfony;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;Cassandra;Couchbase;Elasticsearch;Firebase;MariaDB;MySQL;PostgreSQL;Redis;SQLite,42,1
10102,<35,No,Other,1,Man,No,Dev,8,1,Canada,43560.0,C;C#;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript;Docker;Git;ASP.NET;ASP.NET Core ;Django;jQuery;React.js;Elasticsearch;PostgreSQL;SQLite,18,1
10103,>35,No,Other,1,Man,Yes,Dev,23,18,Italy,29832.0,Delphi;SQL;Git;IBM DB2;Microsoft SQL Server,5,0
10104,<35,No,Undergraduate,1,Man,No,Dev,6,4,United States of America,70000.0,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Angular;Vue.js;AWS;IBM DB2;MySQL,11,0
10105,>35,No,Master,1,Man,No,Dev,19,13,Brazil,71472.0,Bash/Shell;C;C++;Java;JavaScript;PowerShell;Python;SQL;Ansible;Chef;Docker;Git;Puppet;Terraform;Yarn;Angular;Django;Express;Flask;jQuery;React.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;Elasticsearch;MySQL;Oracle;PostgreSQL;SQLite,30,1
10106,<35,No,Undergraduate,0,Man,No,Dev,13,9,Chile,12000.0,HTML/CSS;JavaScript;Python;SQL;Docker;Git;React.js;Vue.js;MySQL;PostgreSQL,10,0
10107,<35,No,Undergraduate,1,Man,Yes,Dev,5,2,Jordan,16920.0,C#;HTML/CSS;JavaScript;Python;TypeScript;Docker;Git;Angular;ASP.NET Core ;Django;AWS;Microsoft Azure;DynamoDB;Elasticsearch;PostgreSQL,15,0
10108,<35,No,Undergraduate,1,Man,No,Dev,15,10,Greece,47088.0,Java;JavaScript;Kotlin;Node.js;SQLite,5,1
10109,>35,No,Undergraduate,1,Man,No,Dev,18,18,United States of America,180000.0,C#;Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;ASP.NET Core ;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis,20,1
10110,>35,No,Other,0,Man,Yes,Dev,25,22,United States of America,38000.0,C;Perl;Ruby;SQL;Git;Ruby on Rails;Heroku;PostgreSQL;Redis;SQLite,10,0
10111,<35,No,Master,1,Man,Yes,Dev,20,13,United States of America,85000.0,Bash/Shell;Elixir;HTML/CSS;JavaScript;Node.js;Perl;Ruby;SQL;TypeScript;Docker;Git;Yarn;Gatsby;React.js;Ruby on Rails;AWS;Heroku;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,21,1
10112,>35,No,Undergraduate,1,Man,No,Dev,21,19,United States of America,90000.0,C;C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;Git;ASP.NET;jQuery;Spring;Microsoft Azure;Microsoft SQL Server,13,1
10113,<35,No,Master,1,Man,Yes,Dev,3,1,Finland,46704.0,C#;HTML/CSS;JavaScript;SQL;Git;Angular.js;ASP.NET;Gatsby;Vue.js;Elasticsearch;Microsoft SQL Server,11,0
10114,<35,No,Undergraduate,1,Man,No,Dev,11,8,United States of America,150000.0,HTML/CSS;JavaScript;Node.js;Docker;Git;Kubernetes;Express;React.js;AWS;PostgreSQL;Redis,11,0
10115,>35,No,Master,1,Man,No,Dev,6,6,Taiwan,47724.0,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Gatsby;React.js;Vue.js;AWS;Google Cloud Platform;Firebase;MariaDB;Microsoft SQL Server;MySQL;Redis,16,1
10116,<35,No,Undergraduate,1,Man,No,Dev,6,2,Canada,55211.0,Python;Docker;Git;AWS,4,0
10117,<35,No,Undergraduate,1,Woman,Yes,Dev,10,8,United States of America,136500.0,C#;JavaScript;SQL;TypeScript;Git;Yarn;jQuery;Elasticsearch;Microsoft SQL Server;Redis,10,1
10118,>35,No,Master,0,Man,No,Dev,33,25,Germany,62697.0,C;C++;Git,3,0
